Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked_Q,Embarked_S,Title,FamilySize
0,3,0,0.34656948982156316,0,0,0.014102260811993537,X,False,False,Mr,1
0,1,0,0.2334757476752953,3,2,0.5133418122566507,C,False,True,Mr,6
1,3,1,0.34656948982156316,0,0,0.01537917417160685,X,True,False,Miss,1
0,3,0,0.34656948982156316,0,0,0.015411575213749286,X,False,True,Mr,1
0,1,0,0.49736114601658704,0,0,0.05410739813385612,X,False,False,Don,1
1,1,1,0.34656948982156316,1,0,0.2859895551532101,B,False,False,Mrs,2
1,3,1,0.34656948982156316,0,0,0.015126992566498259,X,True,False,Miss,1
0,2,0,0.8240764011058055,0,0,0.020494635090094415,X,False,True,Mr,1
0,1,0,0.34656948982156316,1,0,0.16038672010106003,X,False,False,Mr,2
0,1,0,0.5224930887157577,1,0,0.10149724044618187,X,False,True,Mr,2
1,3,0,0.34656948982156316,0,0,0.014110458666029575,X,False,False,Mr,1
0,3,0,0.2586076903744659,0,0,0.015712553569072387,X,False,True,Mr,1
0,3,1,0.22090977632571,2,0,0.03513366015444757,X,False,True,Miss,3
1,3,1,0.17064589092736868,1,0,0.021942337075458514,X,False,False,Miss,2
0,3,1,0.49736114601658704,1,0,0.018493968331299484,X,False,True,Mrs,2
0,2,1,0.33400351847197784,1,0,0.04098927018018883,X,False,True,Mrs,2
0,3,0,0.34656948982156316,0,0,0.015411575213749286,X,False,False,Mr,1
1,2,1,0.032420206081930136,1,2,0.08115719346076702,X,False,False,Miss,4
1,3,1,0.2334757476752953,0,0,0.01537917417160685,X,True,False,Miss,1
0,3,0,0.34656948982156316,0,0,0.015712553569072387,X,False,True,Mr,1
0,3,0,0.34656948982156316,1,0,0.030253985132996517,X,True,False,Mr,2
1,3,1,0.34656948982156316,0,0,0.015126992566498259,X,True,False,Miss,1
0,3,0,0.34656948982156316,2,0,0.04231498029001666,X,False,False,Mr,3
0,3,1,0.22090977632571,1,0,0.034743286152731485,X,False,True,Mrs,2
0,3,0,0.08268409148027142,4,1,0.07746484096553544,X,False,True,Master,6
0,3,0,0.2586076903744659,0,0,0.01522458606692728,X,False,True,Mr,1
1,1,1,0.610454888162855,1,0,0.1497654242623688,D,False,False,Mrs,2
1,2,1,0.35913546117114853,1,0,0.050748620223090936,X,False,True,Mrs,2
0,1,0,0.8115104297562202,0,1,0.1209753416358076,B,False,False,Mr,2
1,1,0,0.34656948982156316,0,0,0.06929138530460494,C,False,True,Mr,1
1,2,1,0.2586076903744659,0,0,0.020494635090094415,X,False,True,Miss,1
0,3,0,0.35285247549635584,0,0,0.014110458666029575,X,False,False,Mr,1
1,2,1,0.05755214878110078,1,2,0.05416439273810667,X,False,True,Miss,4
0,3,0,0.1329479768786127,5,2,0.09154270340242172,X,False,True,Master,8
0,3,0,0.2711736617240512,0,0,0.014110458666029575,X,False,False,Mr,1
1,1,1,0.4722292033174164,0,0,0.15614960068643363,B,False,True,Miss,1
0,1,0,0.5601910027645137,1,0,0.16293234896625058,C,False,True,Mr,2
0,3,0,0.04498617743151546,3,2,0.05445717323939373,X,False,True,Master,6
0,1,0,0.34656948982156316,0,0,0.05410739813385612,X,False,False,Mr,1
1,3,0,0.34656948982156316,1,1,0.029757819776815374,X,False,False,Master,3
1,2,1,0.35913546117114853,0,0,0.020494635090094415,F,False,True,Mrs,1
0,3,0,0.2334757476752953,0,0,0.015923941091001644,X,False,True,Mr,1
1,3,1,0.20834380497612465,4,2,0.015468569817999833,X,False,True,Miss,7
0,3,0,0.32143754712239253,2,0,0.016908073949327893,X,False,True,Mr,3
0,2,0,0.39683337521990447,0,0,0.020494635090094415,X,False,True,Mr,1
0,3,1,0.19577783362653933,5,2,0.09154270340242172,X,False,True,Miss,8
0,2,0,0.2586076903744659,0,0,0.1434624456306609,X,False,True,Mr,1
0,3,0,0.32143754712239253,1,0,0.028212719478023115,X,False,False,Mr,2
1,3,0,0.39683337521990447,0,0,0.11027245763075773,X,False,True,Mr,1
0,3,0,0.3088715757728072,0,0,0.014931805565640218,F,False,True,Mr,1
0,3,0,0.34656948982156316,0,0,0.015411575213749286,X,False,True,Mr,1
0,3,0,0.34656948982156316,0,0,0.015712553569072387,X,False,True,Mr,1
1,2,0,0.005152048253329982,0,2,0.056604230248832196,X,False,True,Master,3
1,3,1,0.37170143252073384,0,0,0.024349578357040744,X,False,True,Miss,1
0,3,0,0.2711736617240512,0,0,0.017566830077223785,X,False,True,Mr,1
1,3,0,0.35913546117114853,0,0,0.018542765081513996,X,False,True,Mr,1
1,3,1,0.34656948982156316,0,0,0.015200187691820024,X,True,False,Miss,1
0,1,0,0.34656948982156316,0,0,0.09193307740413781,X,False,True,Mr,1
1,2,1,0.20834380497612465,0,0,0.020494635090094415,X,False,True,Miss,1
1,3,1,0.4093993465694898,3,0,0.030937139635999665,X,False,True,Mrs,4
0,3,0,0.19577783362653933,1,3,0.06709553154495196,X,False,True,Mr,5
0,3,0,0.34656948982156316,0,0,0.015712553569072387,X,False,True,Mr,1
1,1,1,0.2837396330736366,3,2,0.5133418122566507,C,False,True,Miss,6
0,3,0,0.2963056044232219,0,0,0.015712553569072387,X,False,True,Mr,1
0,3,0,0.35913546117114853,0,0,0.015712553569072387,X,False,True,Mr,1
0,3,0,0.24604171902488062,0,0,0.015330377421392339,X,False,True,Mr,1
0,1,0,0.5727569741140991,1,0,0.11940564777490723,E,False,True,Mr,2
0,3,0,0.32143754712239253,1,2,0.04015972542654215,X,False,True,Mr,4
0,3,0,0.7361146016587082,0,0,0.014151057562208049,X,False,True,Mr,1
0,3,0,0.34656948982156316,0,0,0.015712553569072387,X,False,True,Mr,1
0,1,0,0.8869062578537321,0,0,0.06764049365134761,A,False,False,Mr,1
1,1,0,0.2837396330736366,0,1,0.12366716556464086,D,False,False,Mr,2
1,2,1,0.4219653179190751,0,1,0.044893010197349675,X,False,True,Mrs,2
0,2,0,0.4219653179190751,1,0,0.050748620223090936,X,False,True,Mr,2
0,3,1,0.34656948982156316,0,0,0.015411575213749286,X,False,True,Miss,1
0,3,0,0.34656948982156316,0,0,0.015411575213749286,X,False,True,Mr,1
0,1,0,0.2586076903744659,0,1,0.15085515328815924,D,False,True,Mr,2
0,3,0,0.4093993465694898,0,0,0.016891873428256675,X,False,True,Mr,1
0,3,0,0.4596632319678311,2,0,0.015468569817999833,X,False,True,Mr,3
0,3,0,0.34656948982156316,0,0,0.015411575213749286,X,False,True,Mr,1
1,3,1,0.2586076903744659,0,0,0.014931805565640218,X,False,True,Miss,1
1,3,0,0.34656948982156316,0,0,0.015175789316712771,X,False,True,Mr,1
0,3,0,0.4722292033174164,0,0,0.015411575213749286,X,False,True,Mr,1
1,3,1,0.34656948982156316,1,0,0.04713766070721715,X,True,False,Miss,2
0,1,0,0.5853229454636844,0,0,0.10149724044618187,C,False,True,Mr,1
0,3,1,0.17692887660216136,1,0,0.028212719478023115,X,False,False,Miss,2
0,3,0,0.2711736617240512,0,0,0.015712553569072387,X,False,True,Mr,1
0,3,1,0.24604171902488062,1,0,0.019177122834302632,X,False,True,Miss,2
0,3,1,0.20834380497612465,0,0,0.028220722145058292,X,False,False,Miss,1
0,3,0,0.2586076903744659,0,0,0.015468569817999833,X,False,True,Mr,1
0,3,0,0.8806232721789394,0,0,0.015126992566498259,X,True,False,Mr,1
0,2,0,0.35913546117114853,1,0,0.04098927018018883,X,False,True,Mr,2
0,1,0,0.2963056044232219,0,1,0.4831284260198326,B,False,False,Mr,2
0,3,1,0.01985423473234481,4,2,0.06104473451835265,X,False,True,Miss,7
0,2,0,0.2586076903744659,2,0,0.1434624456306609,X,False,True,Mr,3
0,3,0,0.34656948982156316,0,0,0.015712553569072387,X,False,True,Mr,1
0,2,0,0.40311636089469716,1,0,0.058694292654020104,X,False,False,Mr,2
1,2,1,0.40311636089469716,0,0,0.025374310111545468,E,False,True,Miss,1
0,1,0,0.6732847449107816,0,1,0.15085515328815924,D,False,True,Mr,2
1,3,0,0.14551394822819805,1,0,0.021942337075458514,X,False,False,Master,2
0,3,0,0.34656948982156316,0,0,0.015126992566498259,X,True,False,Mr,1
1,3,0,0.2963056044232219,0,0,0.01393967004027879,X,False,True,Mr,1
1,3,1,0.34656948982156316,1,1,0.04364049521284362,F,False,False,Miss,3
0,3,0,0.5601910027645137,0,0,0.013614293309848433,X,False,True,Mr,1
0,3,0,0.4093993465694898,0,0,0.015411575213749286,X,False,False,Mr,1
0,3,0,0.24604171902488062,0,0,0.013760683560491965,X,False,True,Mr,1
0,3,1,0.5853229454636844,1,0,0.028302115124416098,X,False,True,Mrs,2
1,2,1,0.35913546117114853,1,0,0.050748620223090936,X,False,True,Mrs,2
0,2,0,0.3088715757728072,0,0,0.025374310111545468,X,False,True,Mr,1
0,2,0,0.2837396330736366,0,0,0.02936744577509929,X,False,False,Mr,1
1,1,1,0.2334757476752953,0,2,0.051301584996521765,D,False,True,Miss,3
0,1,0,0.4596632319678311,1,0,0.10364429745562033,C,False,True,Mr,2
0,3,0,0.19577783362653933,0,0,0.01798980030808316,X,False,True,Mr,1
0,1,0,0.2963056044232219,0,0,0.15458810467956932,B,False,False,Mr,1
0,3,1,0.34656948982156316,0,2,0.029757819776815374,X,False,False,Mrs,3
1,3,1,0.2711736617240512,0,0,0.015126992566498259,X,False,True,Miss,1
1,3,1,0.2963056044232219,1,0,0.030937139635999665,X,False,True,Mrs,2
0,3,0,0.2334757476752953,0,0,0.013175122557917838,X,True,False,Mr,1
0,2,0,0.22090977632571,0,0,0.022446505098674838,X,False,True,Mr,1
0,2,0,0.2334757476752953,1,1,0.07173122281533045,X,False,True,Mr,3
1,3,0,0.33400351847197784,0,0,0.015216388212891242,X,False,True,Mr,1
0,3,1,0.10781603417944208,2,2,0.06709553154495196,X,False,True,Miss,5
0,2,0,0.4533802462930384,0,2,0.050748620223090936,F,False,True,Mr,3
0,2,0,0.5224930887157577,0,0,0.025374310111545468,X,False,True,Rev,1
0,2,0,0.6355868308620256,0,0,0.02444717185746977,X,False,True,Rev,1
1,1,1,0.2711736617240512,1,0,0.12999454257145598,C,False,True,Mrs,2
0,3,0,0.6921337019351597,0,0,0.015712553569072387,X,False,True,Mr,1
0,3,0,0.5036441316913798,0,2,0.028302115124416098,X,False,True,Mr,3
0,3,0,0.34656948982156316,0,0,0.014273049437744325,X,False,True,Mr,1
0,1,0,0.6355868308620256,0,1,0.11980421963065935,X,False,False,Mr,2
1,3,1,0.19577783362653933,0,0,0.015094396337354966,X,True,False,Miss,1
0,3,0,0.37170143252073384,0,0,0.015712553569072387,X,False,True,Mr,1
0,3,0,0.34656948982156316,0,0,0.016908073949327893,X,False,True,Mr,1
0,3,0,0.34656948982156316,8,2,0.13575255909676825,X,False,True,Master,11
0,3,0,0.5476250314149284,0,1,0.031425107138144774,X,False,True,Mr,2
1,2,1,0.49736114601658704,0,0,0.030741952635141623,X,False,True,Mrs,1
0,3,0,0.32143754712239253,0,0,0.015175789316712771,X,False,True,Mr,1
0,3,0,0.20834380497612465,0,0,0.016908073949327893,X,False,True,Mr,1
0,3,0,0.007288263382759488,4,1,0.07746484096553544,X,False,True,Master,6
1,3,0,0.10781603417944208,0,2,0.04006213192611313,X,False,True,Master,3
1,1,1,0.34656948982156316,0,1,0.10735285047192313,E,False,True,Mrs,2
0,3,1,0.5601910027645137,1,4,0.05445717323939373,X,False,True,Mrs,6
0,1,0,0.34656948982156316,0,0,0.050602229972447406,X,False,True,Mr,1
0,3,0,0.34656948982156316,0,0,0.11027245763075773,X,False,True,Mr,1
0,1,0,0.7612465443578789,0,0,0.06538764528744409,B,False,True,Mr,1
0,3,0,0.04498617743151546,4,1,0.05684821399990475,X,True,False,Master,6
1,3,1,0.007288263382759488,1,1,0.021730754366528396,X,False,True,Miss,3
0,3,0,0.2586076903744659,0,0,0.015468569817999833,X,False,True,Mr,1
0,1,0,0.6984166876099522,0,0,0.05991421140938287,A,False,False,Mr,1
0,3,0,0.22090977632571,1,1,0.015330377421392339,X,False,True,Mr,3
0,3,0,0.34656948982156316,3,1,0.049707687947515,X,False,True,Master,5
0,1,1,0.6230208595124404,0,0,0.05604306762136532,C,False,False,Miss,1
0,2,0,0.37170143252073384,0,0,0.025374310111545468,X,False,True,Mr,1
0,3,0,0.4470972606182458,0,0,0.0,X,False,True,Mr,1
0,3,1,0.34656948982156316,8,2,0.13575255909676825,X,False,True,Miss,11
0,2,0,0.34656948982156316,0,0,0.02937564362913533,X,False,False,Mr,1
0,3,0,0.10781603417944208,4,2,0.06126431989431795,X,False,True,Master,7
1,2,0,0.007288263382759488,2,1,0.07612293033463641,F,False,True,Master,4
1,3,1,0.04498617743151546,0,2,0.04298993693898376,X,False,True,Miss,3
0,1,0,0.34656948982156316,0,0,0.09759350042902103,A,False,True,Mr,1
1,3,1,0.34656948982156316,1,0,0.030253985132996517,X,True,False,Mrs,2
1,1,0,0.5601910027645137,0,0,0.051822148727810165,X,False,True,Mr,1
0,3,0,0.49736114601658704,1,1,0.030253985132996517,X,True,False,Mr,3
0,3,0,0.4470972606182458,0,0,0.015411575213749286,X,False,True,Mr,1
1,2,1,0.39683337521990447,0,0,0.025374310111545468,X,False,True,Mrs,1
0,2,0,0.2334757476752953,0,0,0.025374310111545468,X,False,True,Mr,1
1,3,1,0.2334757476752953,1,0,0.015330377421392339,X,False,True,Miss,2
1,2,0,0.032420206081930136,1,1,0.050748620223090936,F,False,True,Master,3
1,1,1,0.5476250314149284,0,0,0.05410739813385612,B,False,False,Mrs,1
1,1,1,0.723548630309123,0,0,0.2859895551532101,B,False,False,Miss,1
0,3,0,0.34656948982156316,0,0,0.015126992566498259,X,True,False,Mr,1
0,3,0,0.5224930887157577,0,1,0.01640390592611157,X,False,True,Mr,2
1,3,1,0.34656948982156316,0,0,0.015126992566498259,X,True,False,Miss,1
0,2,1,0.2963056044232219,0,0,0.025374310111545468,X,False,True,Miss,1
0,3,0,0.34656948982156316,0,0,0.018542765081513996,X,False,True,Mr,1
0,3,0,0.34656948982156316,8,2,0.13575255909676825,X,False,True,Mr,11
0,3,0,0.4219653179190751,0,0,0.012678957201736696,X,False,True,Mr,1
0,3,0,0.5664739884393064,0,0,0.014102260811993537,X,False,False,Mr,1
1,3,0,0.22090977632571,0,0,0.015712553569072387,X,False,True,Mr,1
0,3,1,0.01985423473234481,0,1,0.02042143996477265,G,False,True,Miss,2
0,3,0,0.39683337521990447,1,0,0.030937139635999665,X,False,True,Mr,2
1,3,0,0.32143754712239253,0,0,0.036670757786204655,X,False,False,Mr,1
1,3,1,0.19577783362653933,0,0,0.015126992566498259,X,True,False,Miss,1
1,1,0,0.49736114601658704,0,0,0.060507970265993034,A,False,False,Mr,1
0,3,0,0.2963056044232219,0,0,0.013760683560491965,X,False,True,Mr,1
1,2,1,0.4345312892686604,0,0,0.04098927018018883,X,False,True,Miss,1
0,3,0,0.2711736617240512,0,0,0.014151057562208049,X,False,True,Mr,1
0,2,0,0.37170143252073384,0,0,0.025374310111545468,X,False,True,Mr,1
0,3,0,0.34656948982156316,1,0,0.015126992566498259,X,True,False,Mr,2
1,1,1,0.38426740387031916,1,0,0.22109807522194713,D,False,False,Miss,2
1,3,1,0.33400351847197784,0,0,0.015468569817999833,X,False,True,Miss,1
0,2,0,0.5224930887157577,1,0,0.05270049023167135,X,False,True,Mr,2
1,1,1,0.39683337521990447,0,0,0.14891148113361488,D,False,False,Miss,1
0,2,0,0.37170143252073384,0,0,0.020494635090094415,X,False,True,Mr,1
1,3,0,0.19577783362653933,0,0,0.015712553569072387,X,False,True,Mr,1
0,2,0,0.33400351847197784,0,0,0.025374310111545468,X,False,True,Mr,1
0,3,0,0.6355868308620256,0,0,0.015712553569072387,X,False,True,Mr,1
0,3,0,0.34656948982156316,0,0,0.015411575213749286,X,False,True,Mr,1
1,1,0,0.4722292033174164,1,0,0.17566830077223786,C,False,True,Mr,2
0,3,0,0.2711736617240512,0,0,0.018249984580226933,X,False,True,Mr,1
1,2,0,0.2334757476752953,0,0,0.020494635090094415,X,False,True,Mr,1
0,3,0,0.2523247046996733,0,0,0.014151057562208049,X,False,True,Mr,1
0,2,0,0.22090977632571,0,0,0.025374310111545468,X,False,True,Mr,1
0,3,1,0.34656948982156316,3,1,0.049707687947515,X,False,True,Miss,5
1,1,1,0.4345312892686604,1,0,0.16293234896625058,C,False,True,Mrs,2
0,3,0,0.35913546117114853,0,0,0.015175789316712771,X,False,True,Mr,1
0,2,0,0.7361146016587082,0,0,0.026350245115835676,X,False,True,Mr,1
1,3,1,0.05755214878110078,4,2,0.06126431989431795,X,False,True,Miss,7
0,2,0,0.2963056044232219,0,0,0.020494635090094415,X,False,True,Mr,1
0,3,1,0.34656948982156316,0,0,0.014736618564782174,X,False,True,Miss,1
0,2,0,0.5476250314149284,1,0,0.050748620223090936,X,False,True,Mr,2
1,2,1,0.09525006282985675,0,2,0.05123658772523604,X,False,True,Miss,3
0,2,0,0.2334757476752953,0,0,0.020494635090094415,X,False,True,Mr,1
0,2,0,0.4093993465694898,0,0,0.023959204355324663,X,False,True,Mr,1
0,3,1,0.34656948982156316,1,0,0.028212719478023115,X,False,False,Miss,2
1,3,1,0.34656948982156316,1,0,0.030253985132996517,X,True,False,Miss,2
0,2,0,0.35913546117114853,0,0,0.020494635090094415,X,False,True,Mr,1
0,3,0,0.2711736617240512,0,0,0.013907073811135496,X,False,True,Mr,1
0,3,0,0.37170143252073384,0,0,0.014102260811993537,X,False,False,Mr,1
0,1,0,0.5476250314149284,2,0,0.17566830077223786,C,True,False,Dr,3
0,3,1,0.3088715757728072,0,0,0.015175789316712771,X,False,True,Miss,1
1,2,1,0.2963056044232219,0,2,0.028302115124416098,X,False,True,Mrs,3
1,1,0,0.4596632319678311,1,1,0.10257896680493714,D,False,True,Mr,3
0,2,0,0.6732847449107816,1,0,0.050748620223090936,X,False,True,Rev,2
0,3,0,0.34656948982156316,0,0,0.014151057562208049,X,False,True,Mr,1
0,3,1,0.35913546117114853,1,1,0.02042143996477265,G,False,True,Mrs,3
0,1,0,0.7738125157074642,0,0,0.051822148727810165,C,False,True,Mr,1
0,3,0,0.37170143252073384,1,0,0.031425107138144774,X,False,True,Mr,2
0,3,1,0.5099271173661725,0,2,0.039452172548431745,X,False,True,Mrs,3
1,3,1,0.35913546117114853,0,2,0.029757819776815374,X,False,False,Mrs,3
1,1,1,0.34656948982156316,0,0,0.15458810467956932,X,False,False,Mrs,1
1,1,1,0.37170143252073384,0,0,0.16883675574220638,B,False,True,Miss,1
1,1,1,0.4345312892686604,0,0,1.0,X,False,False,Miss,1
1,2,1,0.6230208595124404,0,1,0.050748620223090936,X,False,True,Mrs,2
0,3,0,0.34656948982156316,0,0,0.015126992566498259,X,True,False,Mr,1
1,3,0,0.032420206081930136,4,2,0.06126431989431795,X,False,True,Master,7
0,1,0,0.648152802211611,1,1,0.1554664461834305,E,False,True,Mr,3
0,1,0,0.49736114601658704,0,0,0.0,B,False,True,Mr,1
0,3,1,0.34656948982156316,0,0,0.015126992566498259,X,True,False,Miss,1
0,2,0,0.4470972606182458,0,0,0.020494635090094415,X,False,True,Mr,1
0,3,0,0.19577783362653933,4,1,0.07746484096553544,X,False,True,Mr,6
1,3,0,0.3088715757728072,1,0,0.015175789316712771,X,False,True,Mr,2
1,1,1,0.723548630309123,0,1,0.2995388511917728,C,False,True,Mrs,2
1,1,1,0.4345312892686604,0,0,0.2647385704347907,C,False,True,Miss,1
0,1,0,0.34656948982156316,0,0,0.060507970265993034,X,False,True,Mr,1
1,3,0,0.3088715757728072,0,0,0.0,X,False,True,Mr,1
1,2,1,0.5099271173661725,0,1,0.038061465167318204,X,False,True,Mrs,2
0,1,0,0.4596632319678311,0,1,0.057970539254838485,C,False,False,Mr,2
1,3,1,0.34656948982156316,0,0,0.015126992566498259,X,True,False,Miss,1
1,1,1,0.7863784870570495,1,0,0.15216446768991498,D,False,True,Miss,2
0,3,1,0.5601910027645137,0,0,0.015126992566498259,X,False,True,Miss,1
0,2,0,0.34656948982156316,0,0,0.0,X,False,True,Mr,1
0,3,0,0.08268409148027142,4,1,0.05684821399990475,X,True,False,Master,6
1,3,1,0.4345312892686604,1,1,0.03952536767375352,X,False,True,Mrs,3
0,3,0,0.8115104297562202,0,0,0.015126992566498259,X,True,False,Mr,1
0,3,0,0.34656948982156316,0,0,0.015330377421392339,X,False,True,Mr,1
0,3,0,0.19577783362653933,0,0,0.018542765081513996,X,False,True,Mr,1
1,3,0,0.2334757476752953,0,0,0.015712553569072387,X,False,True,Mr,1
0,1,0,0.34656948982156316,0,0,0.050748620223090936,A,False,True,Mr,1
0,3,0,0.4093993465694898,0,0,0.016908073949327893,X,False,False,Mr,1
1,3,0,0.37170143252073384,0,0,0.018542765081513996,X,False,True,Mr,1
0,3,0,0.2711736617240512,0,0,0.015411575213749286,X,False,True,Mr,1
1,2,0,0.5224930887157577,0,0,0.025374310111545468,X,False,True,Mr,1
1,3,1,0.2711736617240512,0,0,0.015126992566498259,X,True,False,Miss,1
1,1,1,0.32143754712239253,0,0,0.15390495017656614,X,False,True,Miss,1
1,1,1,0.2334757476752953,1,0,0.17777475888549785,B,False,False,Mrs,2
0,2,0,0.4470972606182458,0,0,0.025130326360472913,D,False,False,Mr,1
0,3,1,0.2963056044232219,0,0,0.01727404957593672,X,False,True,Miss,1
0,3,0,0.2963056044232219,0,0,0.015411575213749286,X,False,True,Mr,1
0,1,0,0.34656948982156316,0,0,0.05410739813385612,X,False,False,Mr,1
0,3,0,0.2900226187484292,0,0,0.014110458666029575,X,False,False,Mr,1
0,1,1,0.01985423473234481,1,2,0.29580589980036276,C,False,True,Miss,4
1,1,0,0.34656948982156316,0,0,0.05953203526170282,C,False,True,Mr,1
1,1,1,0.6230208595124404,0,1,0.4831284260198326,B,False,False,Mrs,2
1,3,1,0.34656948982156316,0,0,0.015126992566498259,X,True,False,Miss,1
1,3,0,0.34656948982156316,2,0,0.04538097769949478,X,True,False,Mr,3
0,3,0,0.2334757476752953,0,0,0.0,X,False,True,Mr,1
1,2,1,0.34656948982156316,0,0,0.024105594605968193,E,True,False,Miss,1
0,3,0,0.34656948982156316,0,0,0.015712553569072387,X,False,True,Mr,1
1,1,0,0.006282985674792663,1,2,0.29580589980036276,C,False,True,Master,4
1,1,1,0.34656948982156316,0,0,0.21642978772242535,X,False,False,Miss,1
1,1,1,0.20834380497612465,1,0,0.2125586439344078,C,False,False,Mrs,2
0,2,0,0.37170143252073384,1,0,0.04684488020593009,X,False,False,Mr,2
1,1,1,0.37170143252073384,0,0,0.11111839809247648,E,False,False,Miss,1
1,1,1,0.2963056044232219,0,0,0.16231419173453318,C,False,False,Miss,1
1,1,1,0.22090977632571,2,2,0.5121218935012878,B,False,False,Miss,5
0,2,1,0.32143754712239253,1,1,0.050748620223090936,X,False,True,Mrs,3
0,3,0,0.34656948982156316,0,0,0.015411575213749286,X,False,True,Mr,1
0,2,0,0.5350590600653431,1,1,0.05123658772523604,X,False,True,Mr,3
1,3,1,0.32143754712239253,0,0,0.015330377421392339,X,False,True,Miss,1
1,2,1,0.2963056044232219,1,0,0.050748620223090936,X,False,True,Mrs,2
0,2,0,0.6732847449107816,0,0,0.027326180120125887,X,False,True,Dr,1
1,1,1,0.38426740387031916,0,2,0.32179836714362564,C,False,True,Miss,3
1,1,1,0.49736114601658704,1,1,0.2625265161540666,E,False,False,Mrs,3
0,3,0,0.2711736617240512,0,0,0.014151057562208049,X,False,True,Mr,1
0,3,0,0.33400351847197784,0,0,0.015411575213749286,X,False,True,Mr,1
1,2,1,0.37170143252073384,0,0,0.024105594605968193,X,True,False,Miss,1
1,2,1,0.2711736617240512,1,1,0.056604230248832196,X,False,True,Mrs,3
0,3,0,0.34656948982156316,8,2,0.13575255909676825,X,False,True,Mr,11
1,1,1,0.4470972606182458,0,0,0.2647385704347907,C,False,False,Miss,1
0,3,0,0.7612465443578789,0,0,0.012174789178520372,X,False,True,Mr,1
1,2,1,0.4470972606182458,0,0,0.025374310111545468,D,False,True,Mrs,1
1,3,1,0.38426740387031916,1,1,0.04006213192611313,X,False,True,Mrs,3
1,1,1,0.19577783362653933,0,1,0.11316786160148591,B,False,False,Miss,2
1,3,1,0.34656948982156316,2,0,0.04538097769949478,X,True,False,Miss,3
0,1,0,0.5664739884393064,0,0,0.055628295244541985,C,False,True,Mr,1
0,1,0,0.4722292033174164,0,1,0.2995388511917728,C,False,True,Mr,2
0,3,0,0.19577783362653933,2,0,0.03513366015444757,X,False,True,Mr,3
1,1,1,0.34656948982156316,1,0,0.2608674266467732,X,False,True,Mrs,2
0,3,0,0.34656948982156316,0,0,0.015411575213749286,X,False,True,Mr,1
0,1,0,0.35913546117114853,1,0,0.12999454257145598,C,False,True,Mr,2
1,1,1,0.5099271173661725,0,0,0.2625265161540666,E,False,False,Miss,1
1,3,0,0.5601910027645137,0,0,0.015712553569072387,X,False,True,Mr,1
0,1,0,0.5601910027645137,0,0,0.06929138530460494,T,False,True,Mr,1
1,2,0,0.01985423473234481,1,1,0.050748620223090936,F,False,True,Master,3
1,1,1,0.2963056044232219,3,2,0.5133418122566507,C,False,True,Miss,6
0,2,0,0.34656948982156316,0,0,0.025374310111545468,X,False,True,Mr,1
0,2,0,0.3088715757728072,0,0,0.025374310111545468,X,False,True,Mr,1
0,2,0,0.4470972606182458,0,0,0.025374310111545468,X,False,True,Mr,1
1,2,1,0.2963056044232219,0,0,0.025374310111545468,F,False,True,Miss,1
1,2,1,0.49736114601658704,0,0,0.025374310111545468,X,False,True,Miss,1
